unitid,school_name,state,city,has_ia,ia_program_name,cost_model,price,source_url,confidence,notes,data_source,quality_tier,consolidated_at,v_status,v_score,v_url_code,v_notes,v_at
201104,Ashland University,OH,Ashland,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:36:57Z
485494,Associated Barber College of San Diego,CA,San Diego,yes,Zero Textbook Cost (ZTC) / Inclusive Access,ZTC via OER; some IA per-unit; $115M state ZTC funding; opt-out where IA exists,,https://cccco.edu,,CA CC system: $115M ZTC program. OER-focused. New regs July 2025.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,6,200,"The page is the California Community Colleges Chancellor's Office website, which is the source cited in the research, but it does not mention specific schools or inclusive access programs.",2026-03-10T21:36:58Z
173045,Augsburg University,MN,Minneapolis,yes,Inclusive Access (per-course),Per-course IA via BN bookstore; select publishers; opt-out,,https://augsburg.edu; https://bncollege.com,,IA offered per-course through BN bookstore. Not institution-wide but available for select courses.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='augsburg.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:02Z
482149,Augusta University,GA,Augusta,yes,Inclusive Access (Roar Store),Discounted price; auto-enrolled; course charge on student account; opt-out,,https://roarstore.net,,IA managed through Roar Store. Auto-enrolled. Opt-out available.,bulk_research,SILVER,2026-03-10 17:25,VALIDATED,9,200,"The page explicitly mentions Augusta University and details an Inclusive Access program called Roar Store, confirming the research result.",2026-03-10T21:37:03Z
219000,Augustana University,SD,Sioux Falls,no,N/A,Traditional purchase via online bookstore,,https://augie.edu,,No formal IA. Augie Access is disability support program not textbook IA.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,8,200,"The page clearly references Augustana University, but does not mention any inclusive access or textbook programs.",2026-03-10T21:37:06Z
219602,Austin Peay State University,TN,Clarksville,yes,First Day (Barnes & Noble College),Additional course charge; opt-out available,,https://apsu.edu; https://bncollege.com/apsu,,Piloted in 2019 to reduce textbook costs.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='apsu.edu;%20https', port=443): Max retries exceeded wi",2026-03-10T21:37:09Z
201195,Baldwin Wallace University,OH,Berea,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:10Z
150136,Ball State University,IN,Muncie,yes,Ball State First Day (Fall 2025),$22.75/credit hour ($273 for 12 cr); auto-enrolled; opt-out; all required materials; eTextbooks/lab manuals/tools; BN partnership; with tuition+fees,,https://bsu.edu,,Ball State: First Day Fall 2025. $22.75/cr ($273 for 12cr). BN partnership. Auto-enrolled opt-out. Also TABS faculty program.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,The page confirms Ball State University but does not mention any inclusive access programs or pricing details.,2026-03-10T21:37:10Z
160977,Bates College,ME,Lewiston,no,N/A,Traditional (eCampus),,https://bates.bkstr.com; https://bates.edu,,No campus-wide IA; eCampus.com for purchasing; affordability surveys conducted,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='bates.bkstr.com;%20https', port=443): Max retries exce",2026-03-10T21:37:14Z
437103,Baton Rouge Community College,LA,Baton Rouge,yes,Inclusive Access,Digital via Canvas; discounted; charged to account; opt-out,,https://mybrcc.edu,,IA: digital course materials via Canvas. Discounted rate. Charged to student account. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page confirms the school is Baton Rouge Community College, but does not mention Inclusive Access or related programs.",2026-03-10T21:37:15Z
223232,Baylor University,TX,Waco,yes,Course Materials Access Program (Follett),Per-course (discounted),,https://baylor.bncollege.com; https://baylor.edu,,Follett Access pilot (CMAP); auto-enrolled; opt-out; Canvas/weblink delivery; digital-first; lab manuals included,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='baylor.bncollege.com;%20https', port=443): Max retries",2026-03-10T21:37:18Z
173124,Bemidji State University,MN,Bemidji,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://minnstate.edu,,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page confirms it belongs to Minnesota State, but does not mention inclusive access or specific program names.",2026-03-10T21:37:18Z
139153,Beulah Heights University,GA,Atlanta,yes,Inclusive Access / Day One Access (USG Affordable Learning Georgia),Per-course; USG system enables IA; ALG preferred pricing <$40 eTextbooks; auto-enrolled; opt-out; digital via LMS day 1,,https://usg.edu; https://affordablelearninggeorgia.org,,USG member: Affordable Learning Georgia (ALG) enables IA. Preferred pricing <$40 e-textbooks. Auto-enrolled. Opt-out. Digital via LMS.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='usg.edu;%20https', port=443): Max retries exceeded wit",2026-03-10T21:37:21Z
196079,Binghamton University,NY,Vestal,yes,First Day (Inclusive Access Fee),Additional course fee; 30-50% savings; opt-out,,https://binghamton.edu; https://bncollege.com/binghamton,,Discounted digital via Brightspace. 30-50% lower than physical. Opt-out available.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='binghamton.edu;%20https', port=443): Max retries excee",2026-03-10T21:37:22Z
200022,Bismarck State College,ND,Bismarck,no,N/A (Textbook Rental Program for select classes),Traditional purchase; rental for select core classes,,https://bismarckstate.edu,,No formal IA. Textbook Rental Program for select core classes. FA usable for books.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,8,200,"The page clearly belongs to Bismarck State College, but does not mention an Inclusive Access program, aligning with the research result.",2026-03-10T21:37:22Z
219046,Black Hills State University,SD,Spearfish,yes,Day 1 Access,Per-course; e-text via D2L day 1; charged to SDePay/tuition; auto-enrolled; opt-out,,https://bhsu.edu,,Day 1 Access. E-texts via D2L from day 1. Charged to SDePay/tuition bill. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,2,200,"The page confirms Black Hills State University is the school, but does not mention Inclusive Access or related programs.",2026-03-10T21:37:25Z
223427,Blinn College District,TX,Brenham,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",,https://lonestar.edu; https://hccs.edu; https://tccd.edu,,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='lonestar.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:28Z
201371,Bluffton University,OH,Bluffton,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:28Z
142115,Boise State University,ID,Boise,yes,Inclusive Access (Bronco Shop),Per-course; digital via Canvas day 1; 50-80% savings; auto-enrolled; opt-out by deadline,,https://boisestate.edu; https://broncoshop.com,,Inclusive Access via Bronco Shop. Digital via Canvas day 1. 50-80% savings vs print. Auto-enrolled. Opt-out by deadline.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='boisestate.edu;%20https', port=443): Max retries excee",2026-03-10T21:37:29Z
158431,Bossier Parish Community College,LA,Bossier City,yes,Inclusive Access,Digital materials via LMS; discounted; opt-out,,https://bpcc.edu,,IA: digital materials via LMS at discounted rate. Opt-out available.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,2,200,The page confirms the school's name but does not mention Inclusive Access or any related program details.,2026-03-10T21:37:29Z
164924,Boston College,MA,Chestnut Hill,yes,Follett Access,Per-course (tuition bill),,https://bc.bkstr.com; https://bc.edu,,Follett Access; up to 60% savings; LMS delivery; participating courses; tuition bill; opt-out; equitable access model acknowledged,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='bc.bkstr.com;%20https', port=443): Max retries exceede",2026-03-10T21:37:32Z
164988,Boston University,MA,Boston,yes,First Day (BN pilot 2022),Per-course (institutional acct),,https://bu.bncollege.com; https://bu.edu,,BN First Day pilot Fall 2022; ~32% cost reduction; 90%+ opt-in retention; Blackboard delivery; institutional acct charge; opt-out by drop deadline,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='bu.bncollege.com;%20https', port=443): Max retries exc",2026-03-10T21:37:33Z
161004,Bowdoin College,ME,Brunswick,no,N/A,Traditional,,https://bowdoin.bkstr.com; https://bowdoin.edu,,No formal IA; task force on OER/affordability; some individual course IA possible,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='bowdoin.bkstr.com;%20https', port=443): Max retries ex",2026-03-10T21:37:33Z
201432,Bowling Green State University-Firelands,OH,Huron,yes,Inclusive Access / OhioLINK statewide pricing,Per-course; digital via LMS day 1; OhioLINK statewide pricing with McGraw-Hill/Pearson/Cengage/SAGE; 25-75% below list; auto-enrolled; opt-out; ~2/3 OH IHEs use IA,,https://ohiolink.edu; https://ohio.gov,,OH system: ~2/3 IHEs use IA. OhioLINK statewide pricing for 86 member institutions. Per-course. Digital via LMS. 25-75% below list. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='ohiolink.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:34Z
201441,Bowling Green State University-Main Campus,OH,Bowling Green,no,N/A,Traditional online purchase; no campus bookstore; OhioLINK IA pricing available; OER grants via library,,https://bgsu.edu; https://ohiolink.edu,,No formal campus-wide IA. No traditional bookstore (online only). OhioLINK statewide IA pricing available. Library offers OER creation grants. Faculty register textbooks online.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='bgsu.edu;%20https', port=443): Max retries exceeded wi",2026-03-10T21:37:34Z
223506,Brazosport College,TX,Lake Jackson,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",,https://lonestar.edu; https://hccs.edu; https://tccd.edu,,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='lonestar.edu;%20https', port=443): Max retries exceede",2026-03-10T21:37:35Z
139199,Brenau University,GA,Gainesville,yes,Inclusive Access / Day One Access (USG Affordable Learning Georgia),Per-course; USG system enables IA; ALG preferred pricing <$40 eTextbooks; auto-enrolled; opt-out; digital via LMS day 1,,https://usg.edu; https://affordablelearninggeorgia.org,,USG member: Affordable Learning Georgia (ALG) enables IA. Preferred pricing <$40 e-textbooks. Auto-enrolled. Opt-out. Digital via LMS.,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='usg.edu;%20https', port=443): Max retries exceeded wit",2026-03-10T21:37:35Z
230038,Brigham Young University,UT,Provo,yes,BYU Inclusive Access,per-course,Not listed (varies by course),https://www.byustore.com/textbooks,MEDIUM,Per-course IA through BYU Store.,notion_gemini_codex,SILVER,2026-03-10 17:25,SUSPECT,1,200,Page loaded but no useful text,2026-03-10T21:37:36Z
230047,Brigham Young University-Hawaii,HI,Laie,yes,Inclusive Access,Per-course digital fee; eBooks day 1; auto-charged to account; 14-day opt-out,,https://byuh.edu,,Inclusive Access. eBooks/course materials day 1. Auto-charged digital fee. 14-day opt-out window from first day.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page confirms Brigham Young University–Hawaii is the school, but does not mention Inclusive Access or any related program details.",2026-03-10T21:37:37Z
142522,Brigham Young University-Idaho,ID,Rexburg,yes,Auto Access,per-course,Not listed (varies by course),https://www.byui.edu/financial-services/student-accounts-receivable,MEDIUM,Per-course IA with opt-out. No fixed campus-wide price.,notion_codex,SILVER,2026-03-10 17:25,URL_BROKEN,0,404,HTTP 404,2026-03-10T21:37:41Z
132709,Broward College,FL,Fort Lauderdale,yes,Inclusive Access / First Day (varies by college),Per-course or per-credit hr; via LMS; FL Affordability Counts metric ($20/cr hr target); auto-enrolled; opt-out; fin aid eligible,,https://flbog.edu,,FL state/community college system IA. FL Affordability Counts metric targets $20/cr. Per-course via LMS. Auto-enrolled. Opt-out. Financial aid eligible. Statute requires 45-day advance info.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,3,200,"The page references the Florida Board of Governors, which oversees Broward College, but does not mention Inclusive Access or related programs.",2026-03-10T21:37:42Z
217156,Brown University,RI,Providence,yes,Inclusive Access,Per-course (Brown charge),,https://brown.bkstr.com; https://brown.edu,,IA; Canvas delivery; auto-enrolled; opt-out deadline; Brown charge account billing,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='brown.bkstr.com;%20https', port=443): Max retries exce",2026-03-10T21:37:46Z
217165,Bryant University,RI,Smithfield,no,N/A,Traditional purchase,,https://bryant.edu,,No formal IA or First Day program found. Standard add/drop and bookstore model.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,8,200,"The page clearly belongs to Bryant University, but it does not mention any inclusive access programs or related pricing information.",2026-03-10T21:37:46Z
211307,Bucks County Community College,PA,Newtown,yes,Zero Textbook Cost (ZTC) via OER,Free via OER; ZTC initiative since 2016; no textbook cost for designated courses,,https://bucks.edu,,Bucks County CC: ZTC initiative since 2016 using OER. Free materials for designated courses.,bulk_research,SILVER,2026-03-10 17:25,SUSPECT,6,200,"The page confirms Bucks County Community College is the institution, but does not mention Inclusive Access or Zero Textbook Cost programs, though it does highlight free career training programs.",2026-03-10T21:37:49Z
150163,Butler University,IN,Indianapolis,no,No formal IA,Traditional (charge to acct),,https://butler.bkstr.com; https://butler.edu,,No formal IA; students can charge books to acct; PALNI PALSave OER grant addressing IA; no campus-wide program,bulk_research,SILVER,2026-03-10 17:25,URL_BROKEN,0,0,"conn_error: HTTPSConnectionPool(host='butler.bkstr.com;%20https', port=443): Max retries exc",2026-03-10T21:37:53Z
190512,CUNY Bernard M Baruch College,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention inclusive access or related cost models.",2026-03-10T21:37:53Z
190521,CUNY Borough of Manhattan Community College,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention Inclusive Access or related cost models, aligning with the research result's negative findings.",2026-03-10T21:37:57Z
190530,CUNY Bronx Community College,NY,Bronx,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention Inclusive Access or related cost models.",2026-03-10T21:38:02Z
190549,CUNY Brooklyn College,NY,Brooklyn,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention inclusive access or related cost models.",2026-03-10T21:38:05Z
19054901,CUNY Brooklyn College - Feirstein Graduate School of Cinema,NY,Brooklyn,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page confirms CUNY as the school, mentions generative AI programs, but does not detail the specific opposition to IA platforms or cost concerns described in the research.",2026-03-10T21:38:08Z
190567,CUNY City College,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention inclusive access or related cost models.",2026-03-10T21:38:11Z
190576,CUNY Graduate School and University Center,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page confirms CUNY as the school, mentions generative AI programs which could relate to IA, but doesn't mention inclusive access or cost models.",2026-03-10T21:38:14Z
190585,CUNY Hostos Community College,NY,Bronx,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page confirms the school is CUNY, but does not mention Inclusive Access or related cost models.",2026-03-10T21:38:17Z
190594,CUNY Hunter College,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention Inclusive Access or related cost models.",2026-03-10T21:38:20Z
190600,CUNY John Jay College of Criminal Justice,NY,New York,no,N/A,Traditional purchase; ZTC courses preferred; student/faculty opposition to IA platforms,,https://cuny.edu,,CUNY opposes IA platforms. Students/faculty concerns about cost + digital interface adaptation. Preference for Zero Textbook Cost courses.,bulk_research,SILVER,2026-03-10 17:25,LIKELY_VALID,7,200,"The page clearly references CUNY, but does not mention inclusive access or related cost models.",2026-03-10T21:38:24Z
